,actr,año_nac,conocido_por,que_hace,premios
6251,Matthias Freihof,1961.0,"'Valquíria', 'Coming Out', 'Todesspiel', 'En el lugar del crimen'","Stunts, Writer, Producer",13 wins & 35 nominations
6252,Matthias Fuchs,1939.0,"'Der erste Frühlingstag', 'Ferien auf Immenhof', 'Lola', 'Die Mädels vom Immenhof'",Actor,0
6253,Matthias Habich,1940.0,"'Enemy at the Gates', 'Downfall', 'The Reader', 'Berlin Syndrome'",Actor,6 wins & 5 nominations
6254,Matthias Hues,1959.0,"'Puppet master: The littlest reich', 'El gran Pee-Wee', 'Secuestro en Bangkok', 'Dark Angel: Ángel de la muerte'","Actor, Writer",2 wins & 1 nomination
6255,Matthias Maat,1953.0,"'Goede tijden, slechte tijden', 'Zebra', 'El ascensor', 'Flikken Maastricht'",Actor,0
6256,Matthias Schoenaerts,1977.0,"'Rust and Bone', 'The Danish Girl', 'Bullhead', 'Red Sparrow'",Actor,2 nominations
6257,Matthijs de Haeck,,'Nona',Actor,0
6258,Matti Pellonpää,1951.0,"'Night on Earth', 'The Bohemian Life', 'Räpsy & Dolly eli Pariisi odottaa', 'Shadows in Paradise'","Actor, Writer, Camera and Electrical Department",2 wins
6259,Maulik Pancholy,,"'Rockefeller Plaza', 'Weeds', '27 vestits', 'Phineas y Ferb'",Actor,0
6260,Maura Duffy,,"'The Sweeney', 'Christian Blake'",Actress,0
6261,Maurice Baquet,1911.0,"'Z', 'Le trésor des Pieds-Nickelés', 'Andalousie', 'Tire au flanc'","Actor, Music Department, Soundtrack",0
6262,Maurice Compte,,"'Narcos', 'Mayans M.C.', 'Den of Thieves', 'Breaking Bad'",Actor,0
6263,Maurice Thomas,1876.0,"'En nombre de la ley', 'The Closed Road', 'The Hand of Peril', 'The Broken Butterfly'","Director, Writer, Producer",2 wins & 1 nomination
6264,Mauricio Argüelles,,"'El Diez', 'Ni Tú Ni Yo', 'Cantinflas', 'Operación Feliz Navidad'",Actor,0
6265,Mauricio Bueno,1996.0,"'Ya no los hacen como antes', 'Agua y aceite', 'Clap!... El lugar de tus sueños', 'Mujer, casos de la vida real'","Actress, Writer, Producer",1 win & 1 nomination
6266,Mauricio González,1939.0,"'Estefanía', 'Ventolera', 'La doña', 'Bárbara'",Actor,0
6267,Mauricio Lowry,,"'The Jewels of Light', 'Save the Planet', 'The Reward'",Actor,0
6268,Mauricio Minetti,,"'Potestad', 'Crónicas de una Santa Errante', 'El jardín de bronce', 'La corazonada'",Actress,1 nomination
6269,Mauricio Rousselon,,"'Perseguidos', 'Curse of Mesopotamia', 'El Chema', 'Enemigo Íntimo'",Actor,0
6270,Mauricio Toledo,,'Bloodstone and Ray: Freak Out',"Actress, Soundtrack",0
6271,Maurizio Bazzano,,'La C... A è la virtù dei forti',Actress,1 nomination
6272,Maurizio Corigliano,,"'Solid State', 'Richard The Lionheart', 'Sentinel', 'Kingdom of Gladiators'",Actor,0
6273,Maurizio Muraro,,"'Tosca', 'The Metropolitan Opera HD Live', 'Adriana Lecouvreur', 'Le nozze di Figaro'",Actress,0
6274,Mauro Cipriani,,"'Gnizdo gorlytsi', 'My Carpathian Grandpa', 'Nina Crazy Suicide Girl: Le Prigioniere di Satana', 'Mothers'","Actor, Producer, Director",1 nomination
6275,Mauro Di Francesco,1951.0,"'Attila flagello di Dio', 'La freccia nera', 'Chewingum', 'Puro cashmere'",Actor,0
6276,Mauro Isnardi,,'Nocturnos',"Actor, Writer",0
6277,Mauro Marino,,"'Estate Al Luna Park', 'Domenica in'","Actor, Music Department, Soundtrack",0
6278,Maury Chaykin,1949.0,"'My Cousin Vinny', 'Dances with Wolves', 'WarGames', 'Mousehunt'","Actor, Additional Crew, Second Unit Director or Assistant Director",8 wins & 5 nominations
6279,Max Boateng,,"'V', 'Dirk Gently: Agencia de investigaciones holísticas', 'Chasing Lines', 'Altered Carbon'","Director, Writer",1 nomination
6280,Max Bracey,,"'The Hunt for Gollum', 'Vikingasystrar', 'Black Ops de la Antigüedad', 'Amon Amarth: Put Your Back Into the Oar'",Actor,0
6281,Max Houle,,"'La désolation d'Henri Desmarais', 'The Fish', 'Deathcember', 'Memories of Darkness'",Actor,0
6282,Max Mayer,,"'Adam', 'Alias', 'Better Living', 'The Inn Between'",Actor,0
6283,Max Morgan,,"'Time 2 Tell', 'Altar Egos'",Actress,0
6284,Max Talisman,,"'Super Dark Times', 'Orange Is the New Black', 'Things Like This', 'The Blacklist'","Actress, Producer",0
6285,Max Ventura,,'A Boy Named Bellamy',Actress,0
6286,Max Wasa,,"'Paradise City', 'Dream On', 'Death House', 'House of Manson'",Actress,1 win
6287,Maximilian Krückl,,"'Wildbach', 'Wilder Kaiser', 'Police Call 110', 'Sophie: Schlauer als die Polizei'","Actor, Producer, Director",Nominated for 1 Primetime Emmy: 1 nomination total
6288,Maxine Miller,1928.0,"'Love Happens', 'Diary of a Wimpy Kid', 'Fifty Shades Freed', 'Head Office'","Actress, Animation Department",0
6289,Maxwell James,1929.0,"'An Enemy of the State', 'The Portrait of a Lady', 'Aeropuerto: S.O.S. vuelo secuestrado', 'World Theatre'","Actor, Writer",0
6290,Maya Alagh,,"'LOC: Kargil', 'C.I.D.', 'Yalgaar', 'Talaash: The Hunt Begins...'",Actress,0
6291,Maya Batash,,"'Talking to God', 'Out of the Fog'",Actor,0
6292,Maya Katherine,,"'Apart', 'It's a Beach Thing', 'Mr. Roberts', 'On the Rocks'",Actor,0
6293,Maya L'Abbe,,'The Serene Heartache',Actr,0
6294,Maya Sansa,1975.0,"'Buenos días, noche', 'Bella addormentata', 'La balia', 'Benzina'","Actor, Producer, Director",2 wins & 19 nominations
6295,Maya Vakoulenko,,'Nina Crazy Suicide Girl: Le Prigioniere di Satana',"Actor, Writer, Stunts",0
6296,Mayilsamy,1965.0,"'2.0', 'Kangalal Kaidhu Sei', 'Potta Potti', 'Ghilli'",Actor,0
6297,Maythavee Burapasing,,"'The Cave', 'Connected', 'Praktkarn', 'Sming'",Actor,0
6298,Mayu Hotta,1998.0,"'Rurouni Kenshin: Final Chapter Part II - The Beginning', 'Ooku', 'Mr. Hiiragi's Homeroom', 'Satsui no Michinori'","Actress, Director, Writer",1 nomination
6299,Mayu Yamaguchi,2000.0,"'I'm Home', 'Last Ninja - Red Shadow', 'Family Bond', 'Aibou: The Movie IV'",Actor,0
6300,Mayya Bulgakova,1932.0,"'Zhenitba', 'Crime and Punishment', 'Lada iz strany berendeev', 'Sud sumasshedshikh'",Actress,1 win
6301,Mazlum Kiper,1946.0,"'Kollama', 'Abuzer Kadayif', 'Yabanci Damat', 'Ask Bir Hayal'",Actor,0
6302,MC Overkill,,'The Last Border: Viimeisellä rajalla',"Animation Department, Visual Effects, Art Department",1 win & 2 nominations
6303,McKenna Bintz,,"'Cleveland Abduction', 'The Reliant', '75', 'Starling'",Actor,0
6304,McKinley Freeman,1973.0,"'Sin tregua', 'Crosstown', 'Delta Farce', 'Major Crimes'","Actress, Music Department, Producer",24 wins & 55 nominations
6305,Meelah Adams,,"'Die Tierliebhaber', 'Im Vielleicht und Hier', 'Selfie from Hell', 'Apparatspott - Dat mokt wie gistern'","Actress, Producer, Director",0
6306,Meena,2003.0,"'Ms. Marvel', 'Upside-Down Magic', 'Andi Mack', 'Ham on Rye'","Actress, Costume and Wardrobe Department, Producer",0
6307,Meena Ganesh,,"'War & Love', 'Valliettan', 'Dada Sahib', 'Freedom'","Actor, Producer, Writer",5 wins & 8 nominations
6308,Meenacshi Martins,,"'Nachom-ia Kumpasar', 'Enemy?', 'Byomkesh Bakshi', 'Zabaan Sambhal Ke'",Actress,0
6309,Meenu Sharma,,"'Namkeen', 'Mona Home Delivery', 'Charmsukh'",Actor,0
6310,Meera,1961.0,"'Yesterday', 'Beautiful Thing', 'You Will Meet a Tall Dark Stranger', 'Absolutely Anything'","Actress, Writer, Script and Continuity Department",Nominated for 1 BAFTA Award: 2 nominations total
6311,Meg Hogarth,1935.0,"'American Playhouse', 'The Big Town', 'Lost Girl', 'Rolling Vengeance'",Actress,0
6312,Meg Lam,,"'The First Time Is the Last Time', 'Torrid Wave', 'Xuan wo', 'Wu ming jia zu'",Actress,0
6313,Meg Wynn Owen,1939.0,"'Gosford Park', 'Pride & Prejudice', 'Scoop', 'The Duellists'","Actress, Soundtrack",0
6314,Megan Austin Oberle,,"'Ping!', 'Six Feet Under', 'ER', 'Sex, Love & Secrets'",Actor,0
6315,Megan Cavanagh,1960.0,"'Mossega com puguis', 'Las locas, locas aventuras de Robin Hood', 'Ellas dan el golpe', 'Miss agent especial 2: Armada i fabulosa'","Actress, Soundtrack",0
6316,Megan Doud-Carter,,'Famous',"Actor, Make-Up Department, Producer",0
6317,Megan Dunlop,,"'Parsley Days', 'Breakout Kings', 'The Other Celia', 'Goldirocks'",Actress,0
6318,Megan Few,1989.0,"'The Grand Scheme of Things', 'Stoned', 'The Legend of Industrial Ghost-Wolf', 'Making of a Serial Killer'","Actor, Soundtrack",4 nominations
6319,Megan Ward,1969.0,"'Encino Man', 'Joe's Apartment', 'Dark Skies', 'Arcade'",Actress,0
6320,Megan Young,1990.0,"'White House', 'Asian Treasures', 'Enteng ng Ina mo', 'Alyas Robin Hood'","Actor, Camera and Electrical Department",0
6321,Megan Zerga,,"'The Betrayal', 'Admana', '818', 'The Yellow Bellies'","Writer, Music Department, Composer",29 wins & 29 nominations
6322,Megg Howe,,"'Sunshine Away', 'The Lost and Found'",Actor,0
6323,Meghan Duffy,,"'The Big Shot', 'Finding Her Way Home', 'The Rockford Files', 'No puedo perderte por algo tan tonto como el sexo'",Actress,0
6324,Meghan Katrina Lee,,"'Seen', 'Yolo UK'",Actor,0
6325,Meghan Kinsley,,"'Stenwyken', 'Hot Chicks Blast Uranus', 'Vintage', 'Shadow of the Lotus'",Actor,0
6326,Meghan Ory,1982.0,"'Merlin's Apprentice', 'Higher Ground', 'John Tucker Must Die', 'Intelligence'","Actor, Producer, Director",2 wins & 5 nominations
6327,Meghna Kothari,,"'Bride & Prejudice', 'Ssshhhh... Koi Hai', 'Parineeta', 'Prem Aggan'","Producer, Second Unit Director or Assistant Director, Additional Crew",0
6328,Megumi,1981.0,"'Downfall', 'Daisuki!!', 'Ano Toki Kiss Shite Okeba', 'Esu esu'","Casting Director, Casting Department, Actor",1 win & 3 nominations
6329,Megumi Hayashibara,1967.0,"'Paprika. Detective de los sueños', 'Neon Genesis Evangelion: The End of Evangelion', 'Pokémon: La película - Mewtwo vs. Mew', 'Evangelion: 3.0+1.01 Thrice Upon a Time'","Actress, Producer, Executive",3 nominations
6330,Megumi Satô,,"'Super Smash Bros. for Wii U', 'Super Smash Bros. for Nintendo 3DS', 'Pokémon the Movie: Diancie and the Cocoon of Destruction', 'Pokémon the Movie: Volcanion and the Mechanical Marvel'","Actor, Make-Up Department, Stunts",0
6331,Mehmet Günsür,1975.0,"'Love Likes Coincidences', 'Kanaga', 'O Simdi Asker', 'The Magnificent Century'","Actor, Additional Crew, Stunts",0
6332,Mehrdad Sedighian,1989.0,"'Midday Adventures', 'Night Bus', 'The Lion Skin', 'Inadvertent'","Actress, Director, Producer",6 wins & 11 nominations
6333,Meike Gottschalk,1970.0,"'Verbotene Liebe', 'Tatort', 'Happy End?!', '112 - Sie retten dein Leben'","Actress, Producer",9 wins & 22 nominations
6334,Meka Srikanth,1968.0,"'Mahathma', 'Akhanda', 'Operation Duryodhana', 'Sarrainodu'","Actress, Stunts",0
6335,Melanie Britton,,"'Joe vs. Carole', 'M.F.A.', 'Scrambled', 'Water'",Actress,0
6336,Melanie McCarthy,,"'Out of the Fog', 'The Ones You Love', 'Husky', 'Here the Cedar'","Actress, Producer",0
6337,Melanie Rothman,1990.0,"'FBI', 'Santamaria', 'Pledge', 'Super Special'","Actor, Director, Cinematographer",0
6338,Melanie Stone,,"'Deadstream', 'V/H/S/99', 'Cupid for Christmas', 'Mythica: The Darkspore'","Actor, Producer, Director",9 wins & 1 nomination
6339,Melanie Ward,,"'Drunk', 'A Novel Tale of Grave Danger', 'The Tail Job', 'Red Rabbit Lodge'","Actor, Stunts",0
6340,Melanie Wozniak,,"'Air Australia', 'User Not Found', 'A Girl Like Him', 'Itch'",Actor,0
6341,Melany Bennett,1993.0,"'A Good Dream', 'The Zwickys', 'Loco Love', 'You Only Live Once'","Actor, Producer, Director",5 wins & 2 nominations
6342,Melesa Murphy,,"'The Crude Crypt Volume One', 'Texas Death Trippin'', 'Crude Crypt Vol 2', 'Texas Death Trippin Ax-Tended Cut'","Writer, Actor, Producer",0
6343,Melinda Clarke,1969.0,"'Spawn', 'The O.C.', 'Nikita', 'C.S.I.'","Actor, Music Department, Soundtrack",0
6344,Melinda Culea,1955.0,"'Star Trek: The Next Generation', 'The Fisher King', 'The X-Files', 'The A-Team'","Actor, Stunts, Additional Crew",2 wins & 4 nominations
6345,Melinda Page Hamilton,1974.0,"'Sleeping Dogs Lie', 'God Bless America', 'Desperate Housewives', 'Cold Case'","Actor, Composer, Soundtrack",2 nominations
6346,Melis Tüzüngüç,1994.0,"'Askin Gönül Yazisi', 'Karamanin Koyunu', 'Amatör Hayat', 'Bekarliga Feda'","Actress, Soundtrack",3 wins & 1 nomination
6347,Melissa Bacon,,'Blacke Revenant',"Actor, Composer",0
6348,Melissa Chirello-Wood,,"'Dead Bodies Everywhere', 'Satanic Panic', 'College Debts', 'BBQ Massacre'","Actress, Costume and Wardrobe Department",0
6349,Melissa Finley,,'Gap',Actor,0
6350,Melissa Herrst,,'Pipe Wrench',Actress,0
6351,Melissa Kaercher,,"'Atop the Fourth Wall: The Movie', 'Atop the Fourth Wall', 'Winter of '83'",Actress,0
6352,Melissa Lograsso,,"'Search for Love Lost', 'Vampire Madness'","Producer, Writer, Director",9 wins & 4 nominations
6353,Melissa Mars,1975.0,"'White Oleander', 'Bringing Out the Dead', 'Mickey Blue Eyes', 'Six Feet Under'","Actress, Producer",2 nominations
6354,Melissa McConnell,,"'Ninjas vs. Monsters', 'Ninjas vs. Vampires', 'Ninjas vs. Zombies', 'Dirty4U Web Series'",Actor,0
6355,Melissa Miles,,"'Casting Cattle Call', 'Perfect People', 'Murder Book', 'Lenßen & Partner'","Actor, Producer, Director",0
6356,Melissa Pompeo,,'Trepidation',Actor,0
6357,Melissa Revels,,"'The Impersonators', 'Eros Ink', 'The Darkening', 'Poetic'","Cinematographer, Camera and Electrical Department, Editor",0
6358,Melissa Rohloff,,"'It's Never About a Boy', 'Skin Deep', 'Silence', 'Time'","Actor, Production Manager, Second Unit or Assistant Director",0
6359,Melky Bajaj,,"'KNK: Santa Claus Dari Jakarta?', 'Penganten Pocong', 'Nenek Gayung'","Art Department, Director, Animation Department",1 nomination
6360,Mellisa Chally,,"'A Night of Horror: Nightmare Radio', 'The smiling man El hombre sonriente'","Actress, Producer, Production Designer",3 wins & 3 nominations
6361,Melody Garrett,,"'War of the Worlds', 'The Shield', 'Numb3rs', 'Bellyfruit'","Actor, Writer, Composer",0
6362,Melody Reynolds,,'The Mirrors of the Sun',Actor,0
6363,Melvil Poupaud,1973.0,"'Laurence Anyways', 'Speed Racer', 'Time to Leave', 'By the Grace of God'",Actress,6 wins & 1 nomination
6364,Melvin Pittman,,"'Catnado', 'Christmas', 'Where's God?', 'Wino Man'",Actor,0
6365,Melvin Voon,,"'In Sickness & In Health', 'Dirty Laundry', 'The Faraway Place'","Actor, Music Department, Composer",0
6366,Melvin Wong,1949.0,"'Righting Wrongs', 'Hong Kong Corruptor', 'Chinese Cop Out', 'Ping an ye'","Actor, Producer, Writer",0
6367,Menashe Noy,1959.0,"'Overture 1812', 'Big Bad Wolves', 'Gett', 'Made in Israel'","Actor, Writer, Director",1 win & 3 nominations
6368,Meng Lo,,'No hay datos sobre porqué es conocido',"Actress, Director",0
6369,Meng Zhang,,"'An jia', 'He ping zhi zhou', 'Chuan Yue Huo Xian', 'Li hun lü shi'","Actor, Camera and Electrical Department, Casting Department",1 win & 2 nominations
6370,Mengistu Berhanu,,'Crumbs',"Art Department, Second Unit or Assistant Director, Actor",0
6371,Meral Perin,,"'Nachtschicht', 'Deli Kazim', 'A Regular Woman', 'Tatort'",Actress,0
6372,Meray Ülgen,1941.0,"'Takva', 'Alle lieben Jimmy', 'Eyyvah Eyvah', 'Tatort'",Actor,1 win & 1 nomination
6373,Mercédesz Dinnyés,,"'Reine & Mimmi i fjällen!', 'Tre kronor'","Camera and Electrical Department, Production Manager, Producer",0
6374,Mercedes Grower,1980.0,'Brakes',Actor,8 nominations
6375,Mercedes Lloret,,'Vuelta al perro',"Second Unit Director or Assistant Director, Director, Producer",0
6376,Mercedes Porras,,"'Lola vende cá', 'Barrio Sésamo'",Actress,0
6377,Mercy Malick,,"'Mr. Mayor', 'S.W.A.T.', 'NCIS: Los Angeles', 'Circle'",Actor,1 nomination
6378,Meredith Baxter,1947.0,"'All the President's Men', 'Family Ties', 'A Woman Scorned: The Betty Broderick Story', 'Family'","Cinematographer, Actor, Writer",0
6379,Meredith Binder,,"'Beloved Beast', 'Still', 'Mommy Heist', 'The Oregonian'","Actress, Soundtrack",0
6380,Meredith Futhey,,'The Next',Actress,0
6381,Meredith Riley Stewart,,"'The Greatest Inheritance', 'Scandal', 'Boardwalk Empire', 'Days of Our Lives'","Actor, Stunts, Producer",0
6382,Meredith Snaider,,"'Habit', 'Habit'",Actr,0
6383,Meredith Travers,,"'Teenage Mutant Ninja Turtles: Out of the Shadows', 'Law & Order: Special Victims Unit', 'The Blacklist', '5'",Actress,0
6384,Meri Gyetvay,,"'Zombie Rage', 'Death Bitch', 'Slaycation 2: Coronacation', 'Death Park: The Beginning'","Writer, Actor, Director",1 nomination
6385,Merik Tadros,1983.0,"'Múnich', 'Territorio prohibido', 'Navy: Investigación criminal', '24'",Actress,0
6386,Meritxell Arbiol,,'Death at the Christmas Tree Party',Actress,0
6387,Merrill Capps,,"'Una canción del pasado', 'Feral', 'No Exit', 'Broken Promise'","Producer, Actress",0
6388,Merrill Dodge,,"'The R.M.', 'Nephi & Laban', 'The Accordion Player'","Actor, Producer, Director",Won 1 Primetime Emmy: 7 wins & 33 nominations total
6389,Mert Hatfield,,"'Ella és el partit', 'Crema Mississippi', 'Lolita de Adrian Lyne', 'Aquest mort està molt viu'","Actress, Stunts",1 win & 1 nomination
6390,Mi Ridell,1968.0,"'Rena rama Rolf', 'Den vite riddaren', 'Rena rama Rolf - En plats i solen', 'Saltkråkan'",Actor,0
6391,Mia Cottet,1968.0,"'Dirt', 'Melissa & Joey', 'Crueldad intolerable', 'El mentalista'","Actress, Soundtrack",Nominated for 2 BAFTA 1 win & 2 nominations total
6392,Mia Foo,,"'Baldur's Gate III', 'The Persian Version', 'Speed Dating', 'Arcade Girl'","Actress, Writer",13 wins & 37 nominations
6393,Mia Germar,,"'Wokman', 'Broken Seeds', 'Chinatown', 'Legend of Takawa'","Producer, Actress, Additional Crew",0
6394,Mia Lyhne,1971.0,"'Klown', 'The Boss of It All', 'Klovn', 'Camping'","Actress, Producer",1 win & 3 nominations
6395,Mia Tomé,1994.0,"'Como Gado', 'Absence', 'Gelo', 'The Magnificent Women'",Actress,1 win
6396,Mia Tyler,1978.0,"'Rush Hour 3', 'People Are Dead', 'The Gruesome Death of Tommy Pistol', 'A Little Bit of Lipstick'","Actor, Writer, Producer",1 win
6397,Mica Bara,,"'Sommer', 'Diaz - Don't Clean Up This Blood', 'Geister', 'Too Focused'",Actress,1 nomination
6398,Micah Smith,,"'Sustainable Nation', 'Exodus 91', 'Pillow Talk', 'The Nose Job Jew'",Actor,0
6399,Michèle Bernier,1956.0,"'San Antonio', 'Les poissons marteaux', 'Le démon de midi', 'The Tulse Luper Suitcases, Part 1: The Moab Story'","Actress, Art Director, Writer",1 win & 1 nomination
6400,Michèle Duquet,,"'The Virgin Suicides', 'Three Men and a Baby', 'Police Academy 4: Citizens on Patrol', 'Goosebumps'",Actor,0
6401,Michèle Moretti,1940.0,"'Los juncos salvajes', 'Out 1: Spectre', 'Out 1, noli me tangere', 'Valérie n'est plus ici'",Actress,1 win & 1 nomination
6402,Michael Andrew Holtz,,'The Next',Actress,0
6403,Michael Anthony Scardillo,,"'Winter's Tale', 'Deliver Us from Evil', 'Lost River', 'Theta States'","Actress, Composer, Soundtrack",0
6404,Michael Antonik,1991.0,"'Transformers: Rise of the Beasts', 'Pose', 'tick, tick... BOOM!', 'Saturday Church'",Actor,2 nominations
6405,Michael Benyaer,,"'Deadpool', 'The Expanse', 'Reboot', 'The Real Adventures of Jonny Quest'","Producer, Director, Actor",1 win
6406,Michael Bergin,,"'Baywatch', 'The Broken Hearts Club: A Romantic Comedy', 'Starforce', 'Baywatch: White Thunder at Glacier Bay'","Actor, Visual Effects",0
6407,Michael Bertenshaw,1945.0,"'The Da Vinci Code', 'Doctor Who', 'Bellman and True', 'Strangers'",Actor,0
6408,Michael Birkeland,,"'Phobic', 'The Singles Ward', 'NFT the Movie', 'Love Surreal'","Additional Crew, Script and Continuity Department",0
6409,Michael Boatman,1964.0,"'El turó de l'hamburguesa', 'Spin City: Loca alcaldía', 'Arli$$', 'The Good Fight'",Actor,1 win & 4 nominations
6410,Michael Borre,,"'Eleanor', 'Blue Bloods', 'Barrio Boy', 'Superheroes'","Producer, Writer, Actress",8 wins & 3 nominations
6411,Michael Bower,1975.0,"'Salute Your Shorts', 'Dude, Where's My Car?', 'Evolution', 'Grand Theft Auto IV'","Producer, Camera and Electrical Department, Additional Crew",0
6412,Michael Brandner,1951.0,"'Downfall', 'The Monuments Men', 'Hubert ohne Staller', 'Der Tod ist kein Beinbruch'",Actor,1 nomination
6413,Michael Brunner,,"'Jewel of the Gods', 'Merchant of Death', 'The Revenger', 'Cyborg Cop III'","Actor, Stunts, Talent Agent",0
